severity,root_cause,recommended_action,uc,uc_full,cc,status,receiving,issue_type,message,expected,actual,url,view_by_key
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,College of the Siskiyous,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGL 1501 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=102&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F102%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/102/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Columbia College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL 1B (3.00)']],,https://assist.org/transfer/results?year=76&institution=10&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F10%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/10/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Compton College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (3.00)'], ['ENGL 102H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=153&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F153%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/153/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Contra Costa College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 002B (4.00)'], ['ENGL C1001 (3.00)'], ['PHILO 130 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=28&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F28%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/28/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Copper Mountain College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 001B (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=112&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F112%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/112/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Cosumnes River College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGWR 301 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=142&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F142%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/142/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Crafton Hills College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=70&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F70%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/70/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Cuesta College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 201B (4.00)'], ['ENGL C1001 (4.00)']]",,https://assist.org/transfer/results?year=76&institution=16&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F16%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/16/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Cuyamaca College,fail,Requirement,missing_row,missing raw CSV row,[['PHYC 202 (5.00)']],,https://assist.org/transfer/results?year=76&institution=99&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F99%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/99/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Cypress College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 C (3.00)'], ['ENGL 102HC (3.00)'], ['ENGL 104 C (4.00)'], ['ENGL 104HC (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=71&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F71%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/71/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,De Anza College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (5.00)'], ['ENGL C1001H (5.00)'], ['EWRT 1B (5.00)'], ['EWRT 1BH (5.00)']]",,https://assist.org/transfer/results?year=76&institution=113&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/113/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Diablo Valley College,fail,Requirement,missing_row,missing raw CSV row,"[['ARTHS 191 (3.00)'], ['COMM 121 (3.00)'], ['DANCE 201 (3.00)'], ['ENGL 123 (3.00)'], ['ENGL 123A (4.00)'], ['ENGL 126A (4.00)'], ['ENGL C1001 (3.00)'], ['HIST 122 (3.00)'], ['KINES 249 (3.00)'], ['PHILO 130 (3.00)'], ['PSYC 145 (3.00)'], ['SOCIO 122 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=114&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F114%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/114/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,East Los Angeles College,fail,Requirement,missing_row,missing raw CSV row,"[['PHYSICS 101 (5.00)', 'PHYSICS 102 (5.00)', 'PHYSICS 103 (5.00)']]",,https://assist.org/transfer/results?year=76&institution=118&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F118%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/118/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,El Camino College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)']]",,https://assist.org/transfer/results?year=76&institution=103&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F103%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/103/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Evergreen Valley College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 001B (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=2&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F2%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/2/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Feather River College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=122&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F122%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/122/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Folsom Lake College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGWR 301 (3.00)'], ['ENGWR 481 (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=145&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F145%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/145/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Foothill College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (5.00)', 'ENGL C1001 (5.00)'], ['ENGL 1BH (5.00)', 'ENGL C1001H (5.00)']]",,https://assist.org/transfer/results?year=76&institution=51&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F51%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/51/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Fresno City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=35&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F35%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/35/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Fullerton College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=134&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F134%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/134/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Gavilan College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL 1B (3.00)']],,https://assist.org/transfer/results?year=76&institution=72&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F72%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/72/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Glendale Community College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 102 (3.00)'], ['ENGL 102H (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=43&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F43%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/43/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Golden West College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL G110 (4.00)'], ['PSYC G130 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=55&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F55%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/55/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Grossmont College,fail,Requirement,missing_row,missing raw CSV row,[['PHYC 202 (5.00)']],,https://assist.org/transfer/results?year=76&institution=106&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F106%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/106/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Hartnell College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 1B (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=123&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F123%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/123/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Imperial Valley College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,https://assist.org/transfer/results?year=76&institution=107&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F107%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/107/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Irvine Valley College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)'], ['LIB 20 (3.00)'], ['LIB 20H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=124&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/124/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Lake Tahoe Community College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 102 (4.00)'], ['ENGL C1001 (5.00)']]",,https://assist.org/transfer/results?year=76&institution=40&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F40%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/40/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Laney College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL 1B (4.00)']],,https://assist.org/transfer/results?year=76&institution=77&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F77%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/77/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Las Positas College,fail,Requirement,missing_row,missing raw CSV row,"[['ENG 4 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=18&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F18%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/18/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Lassen Community College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL C1001 (3.00)']],,https://assist.org/transfer/results?year=76&institution=82&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F82%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/82/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Long Beach City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=135&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F135%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/135/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles City College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=3&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F3%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/3/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles Harbor College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGLISH 102 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=31&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F31%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/31/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles Mission College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=47&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F47%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/47/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles Pierce College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)'], ['JOURNAL 109 (3.00)'], ['PHILOS 005 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=86&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F86%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/86/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles Southwest College,fail,Requirement,missing_row,missing raw CSV row,[['ENGLISH 102 (3.00)']],,https://assist.org/transfer/results?year=76&institution=130&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F130%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/130/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles Trade Technical College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL C1001 (3.00)'], ['ENGLISH 102 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=25&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F25%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/25/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Angeles Valley College,fail,Requirement,missing_row,missing raw CSV row,[['ENGLISH 102 (3.00)']],,https://assist.org/transfer/results?year=76&institution=44&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F44%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/44/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Los Medanos College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 230 (3.00)'], ['ENGL C1001 (3.00)']]",,https://assist.org/transfer/results?year=76&institution=61&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F61%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/61/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Madera Community College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 1B (3.00)'], ['ENGL 1BH (3.00)'], ['ENGL 2 (3.00)'], ['ENGL 2H (3.00)'], ['ENGL C1001 (3.00)'], ['ENGL C1001H (3.00)']]",,https://assist.org/transfer/results?year=76&institution=200&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F200%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/200/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Mendocino College,fail,Requirement,missing_row,missing raw CSV row,"[['PHY 221 (4.00)', 'PHY 222 (4.00)']]",,https://assist.org/transfer/results?year=76&institution=100&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F100%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/100/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Merced College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL -01B (3.00)']],,https://assist.org/transfer/results?year=76&institution=17&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F17%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/17/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,Merritt College,fail,Requirement,missing_row,missing raw CSV row,[['ENGL 1B (4.00)']],,https://assist.org/transfer/results?year=76&institution=13&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F13%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/13/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
info,non_course_requirement_placeholder,Treat as raw audit noise unless it maps to a CS requirement used downstream.,UCB,University of California Berkeley,MiraCosta College,fail,Requirement,missing_row,missing raw CSV row,"[['ENGL 201 (4.00)'], ['ENGL 201H (4.00)'], ['ENGL C1001 (4.00)'], ['ENGL C1001H (4.00)']]",,https://assist.org/transfer/results?year=76&institution=108&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F108%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7,76/108/to/79/Major/7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
