cc,uc,status,receiving,issue_type,message,exception_covered,expected,actual,url
Citrus College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000 E (5.00)',), ('ENGL C1000 H (4.00)',), ('ENGL 102 (3.00)',), ('ENGL 103 (3.00)',), ('ENGL 103H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001 H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=97&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F97%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Citrus College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 102 (3.00)',), ('ENGL 103 (3.00)',), ('ENGL 103H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001 H (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=97&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F97%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Citrus College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 102 (3.00)',), ('ENGL 103 (3.00)',), ('ENGL 103H (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001 H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=97&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F97%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Citrus College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=97&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F97%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
City College of San Francisco,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1001 (4.00)',), ('ENGL 1B (4.00)',), ('CMST 2 (3.00)',))","(('ENGL C1001 (4.00)',), ('ENGL 1B (4.00)',), ('CMST 2 (3.00)',))",https://assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
City College of San Francisco,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL 1B (4.00)',), ('ENGL C1001 (4.00)',), ('CS 110B (4.00)',), ('ENGN 38 (3.00)',))","(('CS 110B (4.00)',), ('ENGN 38 (3.00)',))",https://assist.org/transfer/results?year=76&institution=33&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Clovis Community College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000H (4.00)'), ('ENGL 1B (3.00)', 'ENGL 1BH (3.00)', 'ENGL C1001 (3.00)', 'ENGL C1001H (3.00)'))",https://assist.org/transfer/results?year=76&institution=150&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F150%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Clovis Community College,University of California Berkeley,fail,COMPSCI 61C,not_articulated_mismatch,sending options differ,False,"(('CSCI 45 (4.00)',),)","(('Not Articulated',),)",https://assist.org/transfer/results?year=76&institution=150&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F150%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Clovis Community College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",,https://assist.org/transfer/results?year=76&institution=150&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F150%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Clovis Community College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('PHIL 2 (3.00)',), ('CSCI 40 (4.00)',))",https://assist.org/transfer/results?year=76&institution=150&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F150%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Clovis Community College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 1B (3.00)',), ('ENGL 1BH (3.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('PHIL 2 (3.00)',), ('CSCI 40 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=150&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F150%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Clovis Community College,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=150&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F150%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
Coastline Community College,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENGL C101 (4.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=105&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F105%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Coastline Community College,University of California Berkeley,fail,CHEM 1A; CHEM 1AL,sending_options_mismatch,sending options differ,False,"(('CHEM C130 (4.00)',), ('CHEM C180 (4.00)', 'CHEM C180L (1.00)'))","(('CHEM C180 (4.00)', 'CHEM C180L (1.00)'), ('CHEM C130 (4.00)',))",https://assist.org/transfer/results?year=76&institution=105&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F105%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Coastline Community College,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C101 (4.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=105&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F105%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
Coastline Community College,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=105&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F105%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
Coastline Community College,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1001 (3.00)',),)",,https://assist.org/transfer/results?year=76&institution=105&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F105%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of Alameda,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)', 'ENGL C1000E (5.00)'), ('ENGL 1B (4.00)',))",https://assist.org/transfer/results?year=76&institution=111&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F111%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of Alameda,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000E (5.00)',), ('ENGL 1B (4.00)',))",,https://assist.org/transfer/results?year=76&institution=111&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F111%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of Alameda,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('COMM 5 (3.00)',), ('ENGL 1B (4.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=111&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F111%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of Alameda,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('COMM 5 (3.00)',), ('ENGL 1B (4.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=111&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F111%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of Alameda,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=111&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F111%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
College of Marin,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENGL 151 (4.00)', 'ENGL C1001 (4.00)'))",https://assist.org/transfer/results?year=76&institution=4&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of Marin,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL 151 (4.00)',), ('ENGL C1001 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=4&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of Marin,University of California Irvine,fail,MATH 3A,flattened_or,sending options differ,False,"(('MATH 116 (4.00)',), ('MATH 216 (5.00)',))","(('MATH 116 (4.00)', 'MATH 216 (5.00)'),)",https://assist.org/transfer/results?year=76&institution=4&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889
College of Marin,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 151 (4.00)',), ('ENGL C1001 (4.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=4&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of Marin,University of California Los Angeles,fail,ENGCOMP 3,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL 150SL (5.00)',))","(('ENGL C1000 (4.00)',),)",https://assist.org/transfer/results?year=76&institution=4&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of Marin,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 151 (4.00)',), ('ENGL C1001 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=4&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of Marin,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=4&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
College of San Mateo,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (3.00)', 'ENGL C1000E (5.00)'), ('ENGL 110 (3.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=5&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of San Mateo,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (3.00)',), ('ENGL C1000E (5.00)',), ('ENGL 110 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=5&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of San Mateo,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 110 (3.00)',), ('ENGL C1001 (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=5&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of San Mateo,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL 110 (3.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=5&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of San Mateo,University of California Merced,fail,CSE 015,sending_options_mismatch,sending options differ,False,"(('CIS 262 (3.00)',), ('MATH 268 (4.00)',))","(('CIS 262 (3.00)',),)",https://assist.org/transfer/results?year=76&institution=5&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
College of San Mateo,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=5&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F5%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
College of the Canyons,University of California Berkeley,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1000 (4.00)',), ('ENGL C1000H (4.00)',), ('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))","(('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',))",https://assist.org/transfer/results?year=76&institution=140&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F140%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of the Canyons,University of California Los Angeles,fail,Requirement,sending_options_mismatch,sending options differ,False,"(('ENGL C1001 (3.00)',), ('ENGL C1001H (3.00)',), ('CMPSCI 236 (3.00)',))","(('CMPSCI 236 (3.00)',),)",https://assist.org/transfer/results?year=76&institution=140&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F140%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of the Desert,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENG 2 (4.00)',))",https://assist.org/transfer/results?year=76&institution=30&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F30%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of the Desert,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENG 2 (4.00)',))",,https://assist.org/transfer/results?year=76&institution=30&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F30%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of the Desert,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('SOC 4 (3.00)',), ('CS 7A (4.00)', 'CS 7B (3.00)'))",https://assist.org/transfer/results?year=76&institution=30&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F30%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of the Desert,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('SOC 4 (3.00)',), ('CS 7A (4.00)', 'CS 7B (3.00)'))",,https://assist.org/transfer/results?year=76&institution=30&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F30%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of the Desert,University of California Merced,fail,EE 060,missing_row,missing raw CSV row,False,"(('Not Articulated',),)",,https://assist.org/transfer/results?year=76&institution=30&agreement=144&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F30%2Fto%2F144%2FMajor%2Fbe462cb5-458a-4c3d-5be5-08dd9e07c477
College of the Redwoods,University of California Berkeley,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL C1000 (4.00)',), ('ENGL 1B (3.00)', 'ENGL 2B (4.00)', 'ENGL C1001 (3.00)'))",https://assist.org/transfer/results?year=76&institution=83&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F83%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of the Redwoods,University of California Berkeley,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1000 (4.00)',), ('ENGL 1B (3.00)',), ('ENGL 2B (4.00)',), ('ENGL C1001 (3.00)',))",,https://assist.org/transfer/results?year=76&institution=83&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F83%2Fto%2F79%2FMajor%2F7d01fb7b-2afa-460e-ace0-08ddbf3f4ee7
College of the Redwoods,University of California Los Angeles,fail,,unexpected_row,unexpected raw CSV row,False,,"(('ENGL 1B (3.00)',), ('Not Articulated',))",https://assist.org/transfer/results?year=76&institution=83&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F83%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
College of the Redwoods,University of California Los Angeles,fail,Requirement,missing_row,missing raw CSV row,False,"(('ENGL C1001 (3.00)',),)",,https://assist.org/transfer/results?year=76&institution=83&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F83%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
